,GEOID,GEO.display-label,tot_educ,educ_0,educ_1,educ_2,educ_3,educ_4,educ_5,educ_6,educ_7,educ_8,educ_9,educ_10,educ_11,educ_12,educ_13,educ_13.5,educ_14,educ_14.5,educ_15,educ_16,educ_18,educ_20,educ_23,reduc_0,reduc_1,reduc_2,reduc_3,reduc_4,reduc_5,reduc_6,reduc_7,reduc_8,reduc_9,reduc_10,reduc_11,reduc_12,reduc_13,reduc_13.5,reduc_14,reduc_14.5,reduc_15,reduc_16,reduc_18,reduc_20,reduc_23,NTACode
914,36047075000,"Census Tract 750, Kings County, New York",1739,11,0,0,0,0,0,0,0,0,8,13,5,92,30,16,627,98,155,106,269,272,37,0.00632547441058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00460034502588,0.00747556066705,0.00287521564117,0.0529039677976,0.017251293847,0.00920069005175,0.360552041403,0.056354226567,0.0891316848764,0.0609545715929,0.154686601495,0.15641173088,0.0212765957447,BK43
915,36047075200,"Census Tract 752, Kings County, New York",548,8,0,0,0,0,0,0,0,0,0,2,0,0,0,28,80,38,66,20,179,121,6,0.014598540146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036496350365,0.0,0.0,0.0,0.0510948905109,0.14598540146,0.0693430656934,0.120437956204,0.036496350365,0.326642335766,0.220802919708,0.0109489051095,BK43
916,36047075400,"Census Tract 754, Kings County, New York",873,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,218,26,119,37,265,180,0,0.028636884307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00343642611684,0.249713631157,0.0297823596793,0.136311569301,0.0423825887743,0.303550973654,0.20618556701,0.0,BK43
917,36047075600,"Census Tract 756, Kings County, New York",1135,1,0,0,0,0,4,6,0,0,7,0,0,1,0,11,320,6,171,65,301,221,21,0.000881057268722,0.0,0.0,0.0,0.0,0.00352422907489,0.00528634361233,0.0,0.0,0.00616740088106,0.0,0.0,0.000881057268722,0.0,0.00969162995595,0.281938325991,0.00528634361233,0.150660792952,0.057268722467,0.265198237885,0.194713656388,0.0185022026432,BK43
918,36047075800,"Census Tract 758, Kings County, New York",1217,30,0,0,0,0,0,5,0,8,0,14,8,11,7,10,221,80,152,60,365,196,50,0.0246507806081,0.0,0.0,0.0,0.0,0.0,0.00410846343468,0.0,0.00657354149548,0.0,0.0115036976171,0.00657354149548,0.00903861955629,0.00575184880855,0.00821692686935,0.181594083813,0.0657354149548,0.124897288414,0.0493015612161,0.299917830731,0.161051766639,0.0410846343468,BK43
919,36047076000,"Census Tract 760, Kings County, New York",1538,17,0,0,0,0,0,7,0,15,52,25,0,30,0,24,357,55,127,111,401,299,18,0.0110533159948,0.0,0.0,0.0,0.0,0.0,0.00455136540962,0.0,0.00975292587776,0.0338101430429,0.0162548764629,0.0,0.0195058517555,0.0,0.0156046814044,0.232119635891,0.0357607282185,0.0825747724317,0.0721716514954,0.260728218466,0.194408322497,0.0117035110533,BK43
920,36047076200,"Census Tract 762, Kings County, New York",3002,71,26,0,35,16,10,12,14,155,1,33,139,71,0,65,672,78,365,302,558,335,44,0.0236508994004,0.00866089273817,0.0,0.0116588940706,0.00532978014657,0.00333111259161,0.00399733510993,0.00466355762825,0.0516322451699,0.000333111259161,0.0109926715523,0.0463024650233,0.0236508994004,0.0,0.0216522318454,0.223850766156,0.0259826782145,0.121585609594,0.100599600266,0.185876082612,0.111592271819,0.0146568954031,BK43
921,36047076400,"Census Tract 764, Kings County, New York",2406,159,0,0,0,0,0,0,50,176,0,23,39,43,60,77,505,110,324,149,373,252,66,0.0660847880299,0.0,0.0,0.0,0.0,0.0,0.0,0.0207813798836,0.0731504571904,0.0,0.00955943474647,0.0162094763092,0.0178719866999,0.0249376558603,0.0320033250208,0.209891936825,0.045719035744,0.134663341646,0.0619285120532,0.155029093932,0.104738154613,0.0274314214464,BK42
922,36047076600,"Census Tract 766, Kings County, New York",1404,14,0,0,0,0,0,0,0,1,0,71,0,4,46,110,398,95,148,110,223,179,5,0.00997150997151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000712250712251,0.0,0.0505698005698,0.0,0.002849002849,0.0327635327635,0.0783475783476,0.283475783476,0.0676638176638,0.105413105413,0.0783475783476,0.158831908832,0.127492877493,0.00356125356125,BK42
923,36047076800,"Census Tract 768, Kings County, New York",2145,39,15,0,0,0,9,0,0,0,24,73,27,35,48,83,556,107,109,106,572,329,13,0.0181818181818,0.00699300699301,0.0,0.0,0.0,0.0041958041958,0.0,0.0,0.0,0.0111888111888,0.0340326340326,0.0125874125874,0.016317016317,0.0223776223776,0.0386946386946,0.259207459207,0.0498834498834,0.0508158508159,0.0494172494172,0.266666666667,0.15337995338,0.00606060606061,BK43
924,36047077000,"Census Tract 770, Kings County, New York",1786,30,0,0,0,0,0,0,0,53,19,11,25,0,36,34,648,18,171,160,383,142,56,0.01679731243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0296752519597,0.0106382978723,0.00615901455767,0.0139977603583,0.0,0.020156774916,0.0190369540873,0.362821948488,0.010078387458,0.0957446808511,0.0895856662934,0.21444568869,0.0795072788354,0.0313549832027,BK42
925,36047077200,"Census Tract 772, Kings County, New York",2156,25,0,0,0,0,0,0,18,20,31,12,0,1,32,57,470,99,310,230,554,270,27,0.0115955473098,0.0,0.0,0.0,0.0,0.0,0.0,0.00834879406308,0.00927643784787,0.0143784786642,0.00556586270872,0.0,0.000463821892393,0.0148423005566,0.0264378478664,0.217996289425,0.0459183673469,0.143784786642,0.10667903525,0.256957328386,0.125231910946,0.0125231910946,BK42
926,36047077400,"Census Tract 774, Kings County, New York",1910,23,0,0,0,0,0,0,0,28,0,24,27,40,53,10,600,182,176,145,369,233,0,0.0120418848168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146596858639,0.0,0.0125654450262,0.0141361256545,0.020942408377,0.0277486910995,0.00523560209424,0.314136125654,0.0952879581152,0.0921465968586,0.0759162303665,0.193193717277,0.121989528796,0.0,BK42
927,36047077600,"Census Tract 776, Kings County, New York",2994,15,0,0,0,2,0,0,0,29,63,46,56,37,67,47,1116,152,314,236,553,248,13,0.00501002004008,0.0,0.0,0.0,0.000668002672011,0.0,0.0,0.0,0.00968603874415,0.0210420841683,0.0153640614562,0.0187040748163,0.0123580494322,0.0223780895124,0.0156980627923,0.372745490982,0.0507682030728,0.104876419506,0.0788243152973,0.184702738811,0.0828323313293,0.00434201736807,BK58
928,36047078000,"Census Tract 780, Kings County, New York",1648,12,0,0,0,3,0,0,0,18,0,23,4,3,13,51,628,65,53,182,438,144,11,0.00728155339806,0.0,0.0,0.0,0.00182038834951,0.0,0.0,0.0,0.0109223300971,0.0,0.0139563106796,0.00242718446602,0.00182038834951,0.00788834951456,0.0309466019417,0.381067961165,0.0394417475728,0.0321601941748,0.110436893204,0.265776699029,0.0873786407767,0.00667475728155,BK91
929,36047078200,"Census Tract 782, Kings County, New York",2927,46,0,0,0,0,0,0,0,0,29,95,0,27,0,161,1194,99,319,186,575,196,0,0.0157157499146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00990775538094,0.032456440041,0.0,0.00922446190639,0.0,0.0550051247011,0.407926204305,0.0338230269901,0.10898530919,0.0635462931329,0.196446873932,0.0669627605056,0.0,BK91
930,36047078400,"Census Tract 784, Kings County, New York",1882,5,0,0,0,0,0,0,10,9,5,3,39,0,30,50,751,108,171,149,250,292,10,0.00265674814028,0.0,0.0,0.0,0.0,0.0,0.0,0.00531349628055,0.0047821466525,0.00265674814028,0.00159404888417,0.0207226354942,0.0,0.0159404888417,0.0265674814028,0.39904357067,0.05738575983,0.0908607863974,0.0791710945802,0.132837407014,0.155154091392,0.00531349628055,BK91
931,36047078600,"Census Tract 786, Kings County, New York",3092,17,0,0,0,0,21,16,49,207,14,81,72,66,58,72,1160,183,307,171,466,122,10,0.00549805950841,0.0,0.0,0.0,0.0,0.00679172056921,0.00517464424321,0.0158473479948,0.0669469598965,0.00452781371281,0.0261966364812,0.0232858990944,0.0213454075032,0.0187580853816,0.0232858990944,0.375161707633,0.0591849935317,0.0992884864166,0.0553040103493,0.150711513583,0.0394566623545,0.00323415265201,BK42
932,36047078800,"Census Tract 788, Kings County, New York",2236,37,0,0,0,0,0,16,0,22,27,11,57,39,14,27,1100,131,147,153,360,95,0,0.0165474060823,0.0,0.0,0.0,0.0,0.0,0.00715563506261,0.0,0.00983899821109,0.0120751341682,0.00491949910555,0.0254919499106,0.0174418604651,0.00626118067979,0.0120751341682,0.491949910555,0.0585867620751,0.0657423971377,0.0684257602862,0.161001788909,0.0424865831843,0.0,BK42
933,36047079000,"Census Tract 790, Kings County, New York",3572,69,0,0,0,22,25,0,72,6,43,68,23,82,102,89,1524,144,440,112,456,273,22,0.0193169092945,0.0,0.0,0.0,0.00615901455767,0.00699888017917,0.0,0.020156774916,0.001679731243,0.0120380739082,0.0190369540873,0.00643896976484,0.0229563269877,0.028555431131,0.0249160134378,0.426651735722,0.040313549832,0.123180291153,0.0313549832027,0.127659574468,0.0764277715566,0.00615901455767,BK95
934,36047079200,"Census Tract 792, Kings County, New York",2611,43,0,0,33,0,38,16,87,24,8,57,9,141,156,96,989,84,360,146,241,75,8,0.0164687859058,0.0,0.0,0.0126388356951,0.0,0.0145538108005,0.00612792033704,0.0333205668326,0.00919188050555,0.00306396016852,0.0218307162007,0.00344695518958,0.0540022979701,0.0597472232861,0.0367675220222,0.378782075833,0.0321715817694,0.137878207583,0.0559172730755,0.0923018000766,0.0287246265799,0.00306396016852,BK95
935,36047079400,"Census Tract 794, Kings County, New York",1242,4,0,0,0,0,7,0,15,31,12,0,48,35,24,71,509,24,215,55,129,63,0,0.00322061191626,0.0,0.0,0.0,0.0,0.00563607085346,0.0,0.012077294686,0.024959742351,0.00966183574879,0.0,0.0386473429952,0.0281803542673,0.0193236714976,0.0571658615137,0.409822866345,0.0193236714976,0.173107890499,0.0442834138486,0.1038647343,0.0507246376812,0.0,BK95
936,36047079601,"Census Tract 796.01, Kings County, New York",3188,54,0,0,0,0,33,0,11,102,0,22,41,7,107,74,744,78,594,109,811,375,26,0.0169385194479,0.0,0.0,0.0,0.0,0.0103513174404,0.0,0.0034504391468,0.0319949811794,0.0,0.0069008782936,0.012860727729,0.00219573400251,0.0335633626098,0.0232120451694,0.233375156838,0.0244667503137,0.186323713927,0.0341907151819,0.254391468005,0.117628607277,0.00815558343789,BK60
937,36047079602,"Census Tract 796.02, Kings County, New York",3322,72,7,0,0,0,0,6,0,13,24,50,101,17,183,198,1191,146,517,139,519,127,12,0.0216736905479,0.00210716435882,0.0,0.0,0.0,0.0,0.00180614087899,0.0,0.00391330523781,0.00722456351595,0.0150511739916,0.030403371463,0.00511739915713,0.0550872968092,0.0596026490066,0.358518964479,0.0439494280554,0.155629139073,0.0418422636966,0.156231186033,0.0382299819386,0.00361228175798,BK60
938,36047079801,"Census Tract 798.01, Kings County, New York",2317,58,0,0,0,0,0,14,21,47,12,30,41,40,68,70,498,31,490,71,446,380,0,0.0250323694432,0.0,0.0,0.0,0.0,0.0,0.00604229607251,0.00906344410876,0.0202848511006,0.00517911091929,0.0129477772982,0.0176952956409,0.0172637030643,0.0293482952093,0.0302114803625,0.214933103151,0.0133793698748,0.211480362538,0.0306430729391,0.192490289167,0.164005179111,0.0,BK60
939,36047079802,"Census Tract 798.02, Kings County, New York",3734,50,0,0,0,0,0,0,0,49,84,35,79,17,13,176,1129,100,477,397,891,237,0,0.0133904659882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131226566685,0.0224959828602,0.00937332619175,0.0211569362614,0.00455275843599,0.00348152115694,0.0471344402785,0.302356722014,0.0267809319764,0.127745045528,0.106320299946,0.23861810391,0.0634708087841,0.0,BK60
940,36047080000,"Census Tract 800, Kings County, New York",2617,76,0,0,0,0,1,0,23,0,36,32,79,24,44,122,737,80,325,144,408,446,40,0.0290408865113,0.0,0.0,0.0,0.0,0.00038211692778,0.0,0.00878868933894,0.0,0.0137562094001,0.012227741689,0.0301872372946,0.00917080626672,0.0168131448223,0.0466182651891,0.281620175774,0.0305693542224,0.124188001528,0.0550248376003,0.155903706534,0.17042414979,0.0152846771112,BK60
941,36047080200,"Census Tract 802, Kings County, New York",3240,14,0,0,0,0,0,5,32,8,13,68,35,74,39,165,907,123,644,302,514,286,11,0.00432098765432,0.0,0.0,0.0,0.0,0.0,0.00154320987654,0.00987654320988,0.00246913580247,0.00401234567901,0.020987654321,0.0108024691358,0.0228395061728,0.012037037037,0.0509259259259,0.279938271605,0.037962962963,0.198765432099,0.0932098765432,0.158641975309,0.0882716049383,0.0033950617284,BK60
942,36047080400,"Census Tract 804, Kings County, New York",1937,46,0,0,0,0,7,6,20,21,34,26,33,47,24,91,545,24,315,235,333,116,14,0.0237480640165,0.0,0.0,0.0,0.0,0.0036138358286,0.00309757356737,0.0103252452246,0.0108415074858,0.0175529168818,0.0134228187919,0.0170366546205,0.0242643262777,0.0123902942695,0.0469798657718,0.28136293237,0.0123902942695,0.162622612287,0.121321631389,0.171915332989,0.0598864223025,0.0072276716572,BK60
943,36047080600,"Census Tract 806, Kings County, New York",2116,18,0,0,0,13,0,65,34,42,11,18,16,23,82,116,664,143,361,31,257,222,0,0.00850661625709,0.0,0.0,0.0,0.00614366729679,0.0,0.0307183364839,0.0160680529301,0.0198487712665,0.00519848771267,0.00850661625709,0.00756143667297,0.0108695652174,0.038752362949,0.054820415879,0.313799621928,0.0675803402647,0.170604914934,0.0146502835539,0.12145557656,0.104914933837,0.0,BK60
944,36047080800,"Census Tract 808, Kings County, New York",1113,130,0,0,0,0,0,0,21,76,25,49,73,39,65,33,376,33,87,16,59,13,18,0.116801437556,0.0,0.0,0.0,0.0,0.0,0.0,0.0188679245283,0.0682839173405,0.0224618149146,0.0440251572327,0.0655884995508,0.0350404312668,0.0584007187781,0.0296495956873,0.337825696316,0.0296495956873,0.078167115903,0.0143755615454,0.0530098831986,0.0116801437556,0.0161725067385,BK60
945,36047081000,"Census Tract 810, Kings County, New York",1458,32,0,0,0,0,0,5,0,0,0,0,5,0,30,19,575,6,283,60,298,145,0,0.0219478737997,0.0,0.0,0.0,0.0,0.0,0.00342935528121,0.0,0.0,0.0,0.0,0.00342935528121,0.0,0.0205761316872,0.0130315500686,0.394375857339,0.00411522633745,0.194101508916,0.0411522633745,0.20438957476,0.099451303155,0.0,BK60
946,36047081400,"Census Tract 814, Kings County, New York",1634,32,0,0,0,0,16,9,0,0,17,0,19,17,48,49,561,112,297,205,191,61,0,0.0195838433293,0.0,0.0,0.0,0.0,0.00979192166463,0.00550795593635,0.0,0.0,0.0104039167687,0.0,0.0116279069767,0.0104039167687,0.0293757649939,0.0299877600979,0.343329253366,0.0685434516524,0.1817625459,0.125458996328,0.116891064871,0.0373317013464,0.0,BK91
947,36047081600,"Census Tract 816, Kings County, New York",1920,17,0,0,0,5,0,6,32,20,29,0,46,56,24,82,774,27,259,137,240,166,0,0.00885416666667,0.0,0.0,0.0,0.00260416666667,0.0,0.003125,0.0166666666667,0.0104166666667,0.0151041666667,0.0,0.0239583333333,0.0291666666667,0.0125,0.0427083333333,0.403125,0.0140625,0.134895833333,0.0713541666667,0.125,0.0864583333333,0.0,BK91
948,36047081800,"Census Tract 818, Kings County, New York",2834,69,0,0,0,0,28,0,14,0,45,49,143,0,139,85,689,179,526,65,547,256,0,0.0243472124206,0.0,0.0,0.0,0.0,0.00988002822865,0.0,0.00494001411433,0.0,0.015878616796,0.0172900494001,0.0504587155963,0.0,0.0490472829922,0.029992942837,0.243119266055,0.0631616090332,0.185603387438,0.0229357798165,0.19301340861,0.090331686662,0.0,BK95
949,36047082000,"Census Tract 820, Kings County, New York",3191,62,0,0,0,0,36,15,15,19,65,30,66,37,60,76,1423,132,484,122,437,112,0,0.019429645879,0.0,0.0,0.0,0.0,0.0112817298652,0.00470072077719,0.00470072077719,0.00595424631777,0.0203697900345,0.00940144155437,0.0206831714196,0.0115951112504,0.0188028831087,0.0238169852711,0.445941711062,0.0413663428392,0.151676590411,0.0382325289878,0.136947665309,0.0350987151363,0.0,BK60
950,36047082200,"Census Tract 822, Kings County, New York",4546,91,0,0,58,0,8,24,28,37,46,118,71,199,129,62,1325,237,993,377,559,184,0,0.0200175978883,0.0,0.0,0.0127584689837,0.0,0.00175978882534,0.00527936647602,0.00615926088869,0.0081390233172,0.0101187857457,0.0259568851738,0.0156181258249,0.0437747470304,0.0283765948086,0.0136383633964,0.291465024197,0.0521337439507,0.218433787945,0.0829300483942,0.122965244171,0.0404751429828,0.0,BK60
951,36047082400,"Census Tract 824, Kings County, New York",2782,73,0,0,0,0,0,0,11,20,19,92,40,55,131,124,1212,80,411,240,209,65,0,0.0262401150252,0.0,0.0,0.0,0.0,0.0,0.0,0.0039539899353,0.00718907260963,0.00682961897915,0.0330697340043,0.0143781452193,0.0197699496765,0.0470884255931,0.0445722501797,0.435657800144,0.0287562904385,0.147735442128,0.0862688713156,0.0751258087707,0.0233644859813,0.0,BK95
952,36047082600,"Census Tract 826, Kings County, New York",3471,136,0,0,0,0,22,1,0,42,0,72,92,79,33,253,1187,104,687,208,424,131,0,0.0391817919908,0.0,0.0,0.0,0.0,0.00633823105733,0.000288101411697,0.0,0.0121002592913,0.0,0.0207433016422,0.0265053298761,0.0227600115241,0.009507346586,0.0728896571593,0.341976375684,0.0299625468165,0.197925669836,0.059925093633,0.122154998559,0.0377412849323,0.0,BK95
953,36047082800,"Census Tract 828, Kings County, New York",2402,43,0,0,4,0,0,15,12,6,52,10,14,45,20,52,982,108,411,129,234,214,51,0.0179017485429,0.0,0.0,0.00166527893422,0.0,0.0,0.00624479600333,0.00499583680266,0.00249791840133,0.0216486261449,0.00416319733555,0.00582847626978,0.01873438801,0.00832639467111,0.0216486261449,0.408825978351,0.044962531224,0.171107410491,0.0537052456286,0.097418817652,0.0890924229808,0.0212323064113,BK95
954,36047083000,"Census Tract 830, Kings County, New York",4275,62,0,0,0,0,31,35,0,0,0,70,33,71,99,224,1676,60,685,349,509,325,46,0.0145029239766,0.0,0.0,0.0,0.0,0.0072514619883,0.00818713450292,0.0,0.0,0.0,0.0163742690058,0.00771929824561,0.0166081871345,0.0231578947368,0.0523976608187,0.392046783626,0.0140350877193,0.160233918129,0.0816374269006,0.119064327485,0.0760233918129,0.0107602339181,BK91
955,36047083200,"Census Tract 832, Kings County, New York",1464,15,0,0,0,0,0,0,16,0,19,63,7,38,0,70,355,32,335,129,275,104,6,0.0102459016393,0.0,0.0,0.0,0.0,0.0,0.0,0.0109289617486,0.0,0.0129781420765,0.0430327868852,0.00478142076503,0.025956284153,0.0,0.0478142076503,0.242486338798,0.0218579234973,0.228825136612,0.0881147540984,0.187841530055,0.0710382513661,0.00409836065574,BK91
956,36047083400,"Census Tract 834, Kings County, New York",1235,5,0,0,0,0,0,0,0,0,6,10,57,14,0,83,338,66,205,115,234,102,0,0.00404858299595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00485829959514,0.0080971659919,0.0461538461538,0.0113360323887,0.0,0.0672064777328,0.273684210526,0.0534412955466,0.165991902834,0.0931174089069,0.189473684211,0.0825910931174,0.0,BK91
957,36047083600,"Census Tract 836, Kings County, New York",1397,17,0,0,0,0,0,0,0,15,24,0,0,36,7,20,417,30,242,155,323,111,0,0.0121689334288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107372942019,0.017179670723,0.0,0.0,0.0257695060845,0.0050107372942,0.0143163922691,0.298496778812,0.0214745884037,0.173228346457,0.110952040086,0.231209735147,0.0794559770938,0.0,BK91
958,36047083800,"Census Tract 838, Kings County, New York",1911,20,0,0,0,0,1,0,0,11,5,20,17,39,0,53,691,114,271,228,322,91,28,0.0104657247514,0.0,0.0,0.0,0.0,0.000523286237572,0.0,0.0,0.00575614861329,0.00261643118786,0.0104657247514,0.00889586603872,0.0204081632653,0.0,0.0277341705913,0.361590790162,0.0596546310832,0.141810570382,0.119309262166,0.168498168498,0.047619047619,0.014652014652,BK91
959,36047084000,"Census Tract 840, Kings County, New York",1761,20,0,0,0,0,0,0,0,33,16,18,7,9,52,114,531,61,289,247,202,150,12,0.0113571834185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0187393526405,0.00908574673481,0.0102214650767,0.00397501419648,0.00511073253833,0.0295286768881,0.0647359454855,0.301533219761,0.0346394094265,0.164111300398,0.140261215219,0.114707552527,0.0851788756388,0.00681431005111,BK91
960,36047084600,"Census Tract 846, Kings County, New York",1403,0,0,0,0,0,0,0,0,11,0,58,35,12,4,67,492,10,217,163,173,145,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00784034212402,0.0,0.0413399857448,0.0249465431219,0.00855310049893,0.00285103349964,0.047754811119,0.350677120456,0.00712758374911,0.154668567356,0.11617961511,0.12330719886,0.103349964362,0.0114041339986,BK96
961,36047084800,"Census Tract 848, Kings County, New York",1221,53,0,0,0,0,0,11,0,22,0,0,17,3,53,23,337,84,193,122,156,147,0,0.043407043407,0.0,0.0,0.0,0.0,0.0,0.00900900900901,0.0,0.018018018018,0.0,0.0,0.013923013923,0.002457002457,0.043407043407,0.018837018837,0.276003276003,0.0687960687961,0.158067158067,0.0999180999181,0.127764127764,0.120393120393,0.0,BK96
962,36047085000,"Census Tract 850, Kings County, New York",1059,0,0,0,0,0,0,0,0,13,0,0,9,0,0,20,446,65,215,103,107,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122757318225,0.0,0.0,0.00849858356941,0.0,0.0,0.0188857412653,0.421152030217,0.0613786591124,0.203021718602,0.0972615675165,0.10103871577,0.0764872521246,0.0,BK91
963,36047085200,"Census Tract 852, Kings County, New York",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,BK99
964,36047085400,"Census Tract 854, Kings County, New York",1330,29,0,0,3,0,0,0,0,23,0,20,14,12,4,28,495,25,192,164,232,74,15,0.0218045112782,0.0,0.0,0.00225563909774,0.0,0.0,0.0,0.0,0.0172932330827,0.0,0.015037593985,0.0105263157895,0.00902255639098,0.00300751879699,0.0210526315789,0.372180451128,0.0187969924812,0.144360902256,0.123308270677,0.174436090226,0.0556390977444,0.0112781954887,BK91
965,36047085600,"Census Tract 856, Kings County, New York",2555,15,0,0,0,0,0,0,0,22,0,24,18,43,31,45,769,95,417,259,608,171,38,0.00587084148728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00861056751468,0.0,0.00939334637965,0.00704500978474,0.0168297455969,0.012133072407,0.0176125244618,0.300978473581,0.0371819960861,0.163209393346,0.101369863014,0.237964774951,0.066927592955,0.0148727984344,BK91
966,36047085800,"Census Tract 858, Kings County, New York",1740,5,0,11,0,0,0,0,0,54,10,9,10,43,23,26,753,42,304,88,186,156,20,0.00287356321839,0.0,0.00632183908046,0.0,0.0,0.0,0.0,0.0,0.0310344827586,0.00574712643678,0.0051724137931,0.00574712643678,0.0247126436782,0.0132183908046,0.0149425287356,0.43275862069,0.0241379310345,0.174712643678,0.0505747126437,0.106896551724,0.0896551724138,0.0114942528736,BK91
967,36047086000,"Census Tract 860, Kings County, New York",2455,87,0,0,0,0,0,0,28,44,55,47,0,20,35,53,833,118,351,370,307,107,0,0.0354378818737,0.0,0.0,0.0,0.0,0.0,0.0,0.0114052953157,0.0179226069246,0.0224032586558,0.0191446028513,0.0,0.0081466395112,0.0142566191446,0.0215885947047,0.339307535642,0.0480651731161,0.142973523422,0.150712830957,0.125050916497,0.0435845213849,0.0,BK91
968,36047086200,"Census Tract 862, Kings County, New York",1748,30,0,0,0,0,0,0,0,30,43,23,0,5,14,44,799,59,247,146,220,42,46,0.0171624713959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0171624713959,0.0245995423341,0.0131578947368,0.0,0.00286041189931,0.00800915331808,0.025171624714,0.45709382151,0.0337528604119,0.141304347826,0.08352402746,0.12585812357,0.0240274599542,0.0263157894737,BK96
969,36047086400,"Census Tract 864, Kings County, New York",1623,42,0,0,0,3,22,0,13,34,3,14,0,17,46,45,494,60,351,89,224,166,0,0.0258780036969,0.0,0.0,0.0,0.00184842883549,0.0135551447936,0.0,0.00800985828712,0.0209488601356,0.00184842883549,0.00862600123229,0.0,0.0104744300678,0.0283425754775,0.0277264325323,0.304374614911,0.0369685767098,0.216266173752,0.0548367221195,0.138016019717,0.102279728897,0.0,BK96
970,36047086600,"Census Tract 866, Kings County, New York",2135,24,0,0,0,0,9,0,27,103,18,64,56,26,35,22,636,73,370,303,225,144,0,0.0112412177986,0.0,0.0,0.0,0.0,0.00421545667447,0.0,0.0126463700234,0.048243559719,0.00843091334895,0.0299765807963,0.0262295081967,0.0121779859485,0.016393442623,0.0103044496487,0.297892271663,0.0341920374707,0.173302107728,0.141920374707,0.105386416862,0.0674473067916,0.0,BK96
971,36047086800,"Census Tract 868, Kings County, New York",2166,55,0,0,0,6,0,3,0,57,33,48,8,34,56,54,951,78,352,94,220,117,0,0.0253924284395,0.0,0.0,0.0,0.00277008310249,0.0,0.00138504155125,0.0,0.0263157894737,0.0152354570637,0.0221606648199,0.00369344413666,0.0156971375808,0.0258541089566,0.0249307479224,0.439058171745,0.0360110803324,0.162511542013,0.0433979686057,0.101569713758,0.0540166204986,0.0,BK96
972,36047087000,"Census Tract 870, Kings County, New York",2235,37,0,0,0,0,22,0,0,26,18,104,20,0,24,23,916,144,462,172,204,48,15,0.0165548098434,0.0,0.0,0.0,0.0,0.00984340044743,0.0,0.0,0.0116331096197,0.00805369127517,0.0465324384787,0.0089485458613,0.0,0.0107382550336,0.0102908277405,0.409843400447,0.0644295302013,0.206711409396,0.0769574944072,0.0912751677852,0.0214765100671,0.00671140939597,BK91
973,36047087200,"Census Tract 872, Kings County, New York",1881,29,0,0,0,0,0,0,0,10,9,11,9,24,52,52,914,133,202,143,240,44,9,0.0154173312068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00531632110579,0.00478468899522,0.00584795321637,0.00478468899522,0.0127591706539,0.0276448697501,0.0276448697501,0.48591174907,0.0707070707071,0.107389686337,0.0760233918129,0.127591706539,0.0233918128655,0.00478468899522,BK91
974,36047087401,"Census Tract 874.01, Kings County, New York",2518,142,0,0,0,20,0,9,33,34,0,59,25,33,45,49,1013,113,482,135,260,66,0,0.0563939634631,0.0,0.0,0.0,0.00794281175536,0.0,0.00357426528991,0.0131056393963,0.0135027799841,0.0,0.0234312946783,0.0099285146942,0.0131056393963,0.0178713264496,0.0194598888006,0.402303415409,0.0448768864178,0.191421763304,0.0536139793487,0.10325655282,0.0262112787927,0.0,BK60
975,36047087600,"Census Tract 876, Kings County, New York",1111,96,0,11,0,0,0,0,0,26,0,14,0,7,26,40,340,49,207,76,130,89,0,0.0864086408641,0.0,0.00990099009901,0.0,0.0,0.0,0.0,0.0,0.023402340234,0.0,0.012601260126,0.0,0.00630063006301,0.023402340234,0.03600360036,0.30603060306,0.044104410441,0.186318631863,0.0684068406841,0.11701170117,0.0801080108011,0.0,BK60
976,36047087800,"Census Tract 878, Kings County, New York",2318,157,0,0,0,0,24,0,13,64,22,55,50,30,141,128,1007,28,251,148,149,51,0,0.0677308024159,0.0,0.0,0.0,0.0,0.0103537532355,0.0,0.00560828300259,0.0276100086281,0.00949094046592,0.0237273511648,0.0215703192407,0.0129421915444,0.0608283002588,0.0552200172563,0.434426229508,0.0120793787748,0.108283002588,0.0638481449525,0.0642795513374,0.0220017256255,0.0,BK60
