,BoroCT2010,CT2010,NTACode,tract_fips_10
2053,4094202,94202,QN12,36081094202.0
2054,4094203,94203,QN12,36081094203.0
2055,1002800,2800,MN28,36061002800.0
2056,1004400,4400,MN50,36061004400.0
2057,3007700,7700,BK33,36047007700.0
2058,3011900,11900,BK37,36047011900.0
2059,2013500,13500,BX35,36005013500.0
2060,2015100,15100,BX35,36005015100.0
2061,3039200,39200,BK25,36047039200.0
2062,3058400,58400,BK25,36047058400.0
2063,1008400,8400,MN17,36061008400.0
2064,1009700,9700,MN13,36061009700.0
2065,1010300,10300,MN13,36061010300.0
2066,4061000,61000,QN33,36081061000.0
2067,4061200,61200,QN33,36081061200.0
2068,3002100,2100,BK38,36047002100.0
2069,3054300,54300,BK99,36047054300.0
2070,2033700,33700,BX22,36005033700.0
2071,4052100,52100,QN30,36081052100.0
2072,2025500,25500,BX30,36005025500.0
2073,2025700,25700,BX36,36005025700.0
2074,2026100,26100,BX30,36005026100.0
2075,2026300,26300,BX30,36005026300.0
2076,2026900,26900,BX30,36005026900.0
2077,4044400,44400,QN61,36081044400.0
2078,4046800,46800,QN61,36081046800.0
2079,2012901,12901,BX33,36005012901.0
2080,2015900,15900,BX27,36005015900.0
2081,2000200,200,BX09,36005000200.0
2082,2000400,400,BX09,36005000400.0
2083,3000200,200,BK32,36047000200.0
2084,3014000,14000,BK30,36047014000.0
2085,3014200,14200,BK31,36047014200.0
2086,4093401,93401,QN10,36081093401.0
2087,4093402,93402,QN10,36081093402.0
2088,4093800,93800,QN10,36081093800.0
2089,3031400,31400,BK26,36047031400.0
2090,3034800,34800,BK21,36047034800.0
2091,1001800,1800,MN27,36061001800.0
2092,1004100,4100,MN24,36061004100.0
2093,1024100,24100,MN36,36061024100.0
2094,1024700,24700,MN36,36061024700.0
2095,4051700,51700,QN30,36081051700.0
2096,4060701,60701,QN21,36081060701.0
2097,4111300,111300,QN46,36081111300.0
2098,4112300,112300,QN46,36081112300.0
2099,1016800,16800,MN33,36061016800.0
2100,4035800,35800,QN66,36081035800.0
2101,4064600,64600,QN66,36081064600.0
2102,4047500,47500,QN29,36081047500.0
2103,4047900,47900,QN50,36081047900.0
2104,4056100,56100,QN99,36081056100.0
2105,4056500,56500,QN19,36081056500.0
2106,3077200,77200,BK42,36047077200.0
2107,3077000,77000,BK42,36047077000.0
2108,3078600,78600,BK42,36047078600.0
2109,3078800,78800,BK42,36047078800.0
2110,4101002,101002,QN15,36081101002.0
2111,3020300,20300,BK64,36047020300.0
2112,3019900,19900,BK69,36047019900.0
2113,3020100,20100,BK69,36047020100.0
2114,3017700,17700,BK99,36047017700.0
2115,3050600,50600,BK42,36047050600.0
2116,2043100,43100,BX43,36005043100.0
2117,2043500,43500,BX99,36005043500.0
2118,5005000,5000,SI14,36085005000.0
2119,5009601,9601,SI36,36085009601.0
2120,4042600,42600,QN08,36081042600.0
2121,4043200,43200,QN08,36081043200.0
2122,2011000,11000,BX52,36005011000.0
2123,4097300,97300,QN49,36081097300.0
2124,4098100,98100,QN49,36081098100.0
2125,3001800,1800,BK32,36047001800.0
2126,3014300,14300,BK37,36047014300.0
2127,4081800,81800,QN55,36081081800.0
2128,4084602,84602,QN55,36081084602.0
2129,4079702,79702,QN22,36081079702.0
2130,4080301,80301,QN62,36081080301.0
2131,4079300,79300,QN99,36081079300.0
2132,4080900,80900,QN37,36081080900.0
2133,1014200,14200,MN40,36061014200.0
2134,1014300,14300,MN99,36061014300.0
2135,3036100,36100,BK79,36047036100.0
2136,3090000,90000,BK81,36047090000.0
2137,3031100,31100,BK61,36047031100.0
2138,3031300,31300,BK61,36047031300.0
2139,5022800,22800,SI05,36085022800.0
2140,5013800,13800,SI25,36085013800.0
2141,5027900,27900,SI24,36085027900.0
2142,4075701,75701,QN17,36081075701.0
2143,2006000,6000,BX75,36005006000.0
2144,2006200,6200,BX08,36005006200.0
2145,1001300,1300,MN25,36061001300.0
2146,1002100,2100,MN24,36061002100.0
2147,5012805,12805,SI25,36085012805.0
2148,5012806,12806,SI25,36085012806.0
2149,3096000,96000,BK50,36047096000.0
2150,3096200,96200,BK50,36047096200.0
2151,4077300,77300,QN60,36081077300.0
2152,4013400,13400,QN60,36081013400.0
2153,4064102,64102,QN99,36081064102.0
2154,4024300,24300,QN50,36081024300.0
2155,4051500,51500,QN30,36081051500.0
2156,4014100,14100,QN70,36081014100.0
2157,4029900,29900,QN99,36081029900.0
2158,4071100,71100,QN17,36081071100.0
2159,4071305,71305,QN17,36081071305.0
2160,4038100,38100,QN26,36081038100.0
2161,4038302,38302,QN99,36081038302.0
2162,4017800,17800,QN55,36081017800.0
2163,4084000,84000,QN55,36081084000.0
2164,3061002,61002,BK19,36047061002.0
2165,3061004,61004,BK19,36047061004.0
